,Brand,Current Price,Original Price,Discount Percentage,Rating,Number OF Ratings,Model Name,Dial Shape,Strap Color,Strap Material,Touchscreen,Battery Life (Days),Bluetooth,Display Size,Weight
329,gizmore,1299.0,5499.0,76.37752319,3.8,3137.0,GizFit BLAZE BT Calling Smartwatch | 1.69 Inch IPS Curved 500 NITS Display,Square,Black,Silicon,1,3.5,1,0.1,20 - 35 g
330,gizmore,2799.0,8999.0,68.89654406,4.0,1994.0,GizFit GLOW AMOLED with 3.4 Cm | ALWAYS-ON | 550 NITS Brightness | BT Calling,Circle,Black,Silicon,1,3.5,1,1.4,75g +
331,gizmore,1999.0,5999.0,66.67777963,4.0,1178.0,"Blaze Max 1.85"" BT Calling Edge to Edge Display, Voice Assistance, Bluetooth",Square,Grey,Silicon,1,8.0,1,1.9,75g +
332,gizmore,3499.0,8999.0,61.11790199,3.7,475.0,GizFit GLOW LUXE AMOLED with 3.35 Cm Display | 500 NITS| Bluetooth Calling,Circle,Black,Leather,1,3.5,1,1.3,75g +
333,gizmore,1999.0,6999.0,71.43877697,3.8,927.0,GizFit PLASMA Bluetooth Calling Smartwatch | 1.9 Inch HD Display | 550 NITS,Square,Blue,Silicon,1,22.0,1,1.9,20 - 35 g
334,gizmore,2399.0,5499.0,56.37388616,5.0,3.0,GIZFIT BLAZE X 1.85 Inch Ultra HD Display | 600 NITS | BT Calling Smartwatch,Square,Burgundy,Silicon,1,3.5,1,1.9,<= 20 g
335,gizmore,2799.0,6999.0,60.00857265,4.3,7.0,GizFit ORBIT BT Calling with 1.32 Inch Ultra Sharp HD Display|500 NITS|ALWAYS-ON,Circle,Burgundy,Silicon,1,3.5,1,1.3,75g +
336,gizmore,2199.0,5999.0,63.34389065,3.5,10.0,Gizfit 910 Pro Bluetooth Calling with AI Voice Assistance,Square,Black,Silicon,1,3.5,1,1.7,75g +
337,gizmore,1999.0,5999.0,66.67777963,3.5,30.0,Gizfit Slate BT Calling | 1.57 Inch display | AI voice Assistance,Rectangle,Black,Silicon,1,3.5,1,1.6,<= 20 g
338,gizmore,1799.0,2999.0,40.01333778,3.8,645.0,GizFit 902,Square,Black,Silicon,1,22.0,1,1.0,75g +
339,gizmore,1499.0,6999.0,78.58265466,4.7,69.5,Vogue 1.95 Edge to Edge Larger IPS HD Display Bluetooth Calling,Square,Grey,Silicon,1,22.0,1,1.9,20 - 35 g
340,gizmore,6999.0,5999.0,69.00000871,4.7,69.5,GizFIt Vogue 1.95 Always On 600 NITS HD Display Bluetooth Calling,Square,Orange,Silicon,1,22.0,1,1.9,20 - 35 g
341,gizmore,2799.0,6999.0,60.00857265,4.7,69.5,GizFit ORBIT BT Calling with 3.3 Cm | ALWAYS-ON | 500 NITS Brightness,Circle,Black,Silicon,1,3.5,1,1.3,75g +
342,ambrane,1299.0,4999.0,74.01480296,4.2,60292.0,Wise-Eon 1.69Lucid Display bluetooth calling function & 7 days battery life,Square,Grey,Silicon,1,22.0,1,1.7,35 - 50 g
343,ambrane,1599.0,5999.0,73.34555759,4.2,25108.0,"Wise-roam 1.28"" Full HD display,bluetooth calling and complete health tracking",Circle,Grey,Silicon,1,22.0,1,1.3,35 - 50 g
344,ambrane,1799.0,5999.0,70.01166861,4.2,453.0,"Wise Eon Max with 2.01'' Lucid display, BT Calling, with customisable watch face",Square,Black,Silicon,1,22.0,1,2.0,35 - 50 g
345,ambrane,1499.0,5299.0,71.71164371,4.2,8574.0,"Wise Eon Pro1.85"" lucid display with BT calling",Square,Red,Silicon,1,22.0,1,1.9,35 - 50 g
346,ambrane,2499.0,5999.0,58.34305718,4.3,7767.0,"Wise Glaze with 1.78"" Amoled display, BT Calling,SPO2 , Heart Rate Monitor",Square,Grey,Silicon,1,22.0,1,1.8,35 - 50 g
347,ambrane,1799.0,3799.0,52.64543301,4.2,8003.0,Flex 1.69inch Lucid display and SPO2,Square,Pink,Silicon,1,22.0,1,1.7,35 - 50 g
348,ambrane,2299.0,3999.0,42.51062766,4.1,2475.0,Surge 1.28 Curved Display with complete Health Tracking,Circle,Black,Silicon,1,22.0,1,1.3,35 - 50 g
349,ambrane,1999.0,5999.0,66.67777963,3.9,1099.0,Pulse,Rectangle,Black,Synthetic,1,22.0,1,1.3,20 - 35 g
350,ambrane,1499.0,3799.0,60.54224796,4.2,1804.0,Flex,Square,Green,Silicon,1,22.0,1,1.7,35 - 50 g
351,pebble,2799.0,7499.0,62.67502334,4.4,12644.0,"Cosmos Ultra 1.91"" 600 nits BT-Calling High-Res Curved Display, Ultra-Thin Dial",Rectangle,Black,Silicon,1,22.0,1,1.9,75g +
352,pebble,4199.0,9499.0,55.79534688,4.2,7828.0,"Cosmos luxe 1.36"" AMOLED Always-on Display Bluetooth calling(Midnight Gold)",Circle,Charcoal,Silicon,1,22.0,1,0.1,20 - 35 g
353,pebble,4199.0,9999.0,58.00580058,4.2,541.0,"Cosmos Luxe 2.0 1.43"" AMOLED Display with BT Calling and Responsive Watch Faces",Circle,Midnight,Silicon,1,22.0,1,1.4,20 - 35 g
354,pebble,1999.0,4999.0,60.0120024,4.0,4240.0,"Frost 1.87'' BT Calling with 2.5D Curved HD Display, AI Voice Assisst",Rectangle,Blue,Silicon,1,3.5,1,20.0,20 - 35 g
355,pebble,4199.0,9499.0,55.79534688,4.2,7828.0,"Cosmos luxe 1.36"" AMOLED Always-on Display Bluetooth calling",Circle,Green,Silicon,1,22.0,1,0.1,20 - 35 g
356,pebble,1999.0,4999.0,60.0120024,4.0,4240.0,"Frost 1.87 BT Calling with 2.5D Curved HD Display, AI Voice Assisst",Rectangle,Orange Alpine,Silicon,1,3.5,1,20.0,20 - 35 g
357,pebble,3499.0,5999.0,41.67361227,4.7,1176.0,Zen Pro Unisex SPO2 Grey,Circle,Grey,Silicon,1,22.0,1,1.3,20 - 35 g
358,pebble,4699.0,7499.0,37.33831177,4.1,20.0,Revo Bluetooth Calling Smartwatch for Men Black,Circle,Brown,Leather,1,8.0,1,1.3,20 - 35 g
359,pebble,3999.0,9999.0,60.0060006,3.9,677.0,"Cosmos Grande 2.1 Largest Display, BT Calling, Wireless Charging,GPS Trajectory",Rectangle,Blue,Silicon,1,22.0,1,2.1,20 - 35 g
360,pebble,3999.0,6499.0,38.46745653,3.4,45.0,Aspire Unisex 2.5D Curved Screen Smartwatch with Female Cycle Tracker Rose Gold,Rectangle,Pink,Silicon,1,22.0,1,1.6,20 - 35 g
361,pebble,4990.0,6999.0,28.70410059,4.1,1964.0,Cosmos,Square,Maroon,Silicon,1,8.0,1,0.1,75g +
362,pebble,1499.0,4499.0,66.68148477,3.8,1338.0,"Spark Ace 1.85 Large HD Display, Health Suite, 100+ Watch Faces, 7 days battery",Rectangle,Blue,Silicon,1,17.5,1,1.9,75g +
363,pebble,4990.0,6999.0,28.70410059,5.0,3.0,"Pebble Cosmos, Bluetooth Calling smartwatch Multi Sports Modes",Square,Blue,Rubber,1,8.0,1,0.2,75g +
364,pebble,3999.0,7999.0,50.00625078,3.9,2874.0,Cosmos Pro 1.7inch HD LCD display with Bluetooth calling function,Square,Black,Silicon,1,22.0,1,0.1,20 - 35 g
365,pebble,3999.0,7499.0,46.67288972,4.1,99.0,Venus,Circle,Black,Silicon,1,22.0,1,1.1,20 - 35 g
366,pebble,3999.0,7999.0,50.00625078,3.9,2874.0,Cosmos Pro 1.7inch HD display with Bluetooth calling function,Square,"Pink, Gold",Silicon,1,22.0,1,0.1,20 - 35 g
367,pebble,2499.0,4499.0,44.45432318,3.5,1014.0,"Spark 1.7 inch Bluetooth Calling, HD Display with SPO2, HR Monitor",Rectangle,Deep Wine,Silicon,1,12.5,1,1.7,20 - 35 g
368,pebble,2999.0,5499.0,45.46281142,3.8,5.0,"Pace Pro Smartwatch with 1.7"" HD Curved Display Golden Ivory",Square,Gold,Silicon,1,8.0,1,0.1,20 - 35 g
369,pebble,4499.0,7499.0,40.00533404,3.1,10.0,Revo Bluetooth Calling Smartwatch for Men Tan Leather,Circle,Black,Silicon,1,8.0,1,1.3,20 - 35 g
370,pebble,3069.0,4999.0,38.60772154,4.0,1371.0,Pace Unisex Smart Watch with Full Touch Dynamic Colour Display (Black,Rectangle,Black,Silicon,1,22.0,1,1.4,20 - 35 g
371,pebble,1499.0,3299.0,54.56198848,3.8,1176.0,"Prism 1.7""Display With Fitness & Outdoor Activity Black",Square,Black,Silicon,1,8.0,1,0.1,20 - 35 g
372,pebble,3299.0,4999.0,34.00680136,3.8,1176.0,"prism ultra 1.69"" HD Display With Bluetooth Calling Green",Square,Sea Green,Silicon,1,8.0,1,0.1,20 - 35 g
373,pebble,2499.0,3299.0,24.24977266,3.8,1176.0,"Prism 1.7""Display With Fitness & Outdoor Activity Blue",Square,Blue,Silicon,1,8.0,1,0.1,20 - 35 g
374,pebble,4990.0,6999.0,28.70410059,4.1,1964.0,COSMOS,Square,Rose Gold,Silicon,1,3.5,1,0.1,20 - 35 g
375,pebble,2999.0,5499.0,45.46281142,3.8,1176.0,"Pace Pro Smartwatch with 1.7"" HD Curved Display Golden Black",Square,Black,Silicon,1,8.0,1,0.1,20 - 35 g
376,pebble,3999.0,5499.0,27.27768685,4.1,16.0,Prism Max Bluetooth Calling Large Display,Rectangle,Black,Silicon,1,22.0,1,0.1,20 - 35 g
377,pebble,2999.0,4999.0,40.0080016,4.0,1371.0,Pace Unisex Smart Watch with Full Touch Dynamic Colour Display (Blue,Rectangle,Blue,Silicon,1,22.0,1,1.4,20 - 35 g
378,pebble,4990.0,6999.0,28.70410059,4.1,1176.0,"Pebble Cosmos, Bluetooth Calling smartwatch 24 Hour Health Tracking (Burgundy)",Square,Maroon,Silicon,1,8.0,1,0.1,75g +
379,pebble,5190.0,7499.0,30.7907721,4.1,1176.0,Venus Bluetooth Calling Smartwatch with Fitness Tracker for Women-Midnight Gold,Circle,Black,Silicon,1,12.5,1,0.0,20 - 35 g
380,zebronics,2199.0,4999.0,56.01120224,3.9,272.0,Zeb-Fit Me,Square,Green,Thermo Plastic Polyurethene,1,22.0,1,3.3,20 - 35 g
381,zebronics,3499.0,5499.0,36.37024914,3.9,22.0,SPECIAL EDITION Zeb-Fit380CH BLUETOOTH CALLING,Square,Black,Silicon,1,22.0,1,4.3,75g +
382,zebronics,2999.0,7999.0,62.50781348,3.5,22.0,Zeb-Fit7220CH,Rectangle,Black,Silicon,1,3.5,1,6.9,75g +
383,zebronics,2399.0,7999.0,70.00875109,3.9,1328.0,Zeb-Fit4220CH,Circle,Silver,Silicon,1,22.0,1,3.3,75g +
384,zebronics,1999.0,3999.0,50.01250313,3.9,22.0,ZEB FIT8220CH,Square,Rose Gold,Silicon,1,17.5,1,1.7,75g +
385,zebronics,4499.0,7499.0,40.00533404,3.7,3.0,Zeb Fit 7220 CH,Rectangle,Black,Silicon,1,22.0,1,1.7,75g +
386,zebronics,2199.0,4999.0,56.01120224,3.9,22.0,ZEB-FITME,Square,Black,Silicon,1,17.5,1,1.3,75g +
387,zebronics,2999.0,5999.0,50.00833472,3.6,55.0,"ZEB-FIT5220CH 7-Day Data Storage, 8 Sports Mode, SpO2, BP & HR Monitor, (Metal)",Square,Black,Stainless Steel,1,22.0,1,0.2,75g +
388,zebronics,5499.0,7499.0,26.6702227,3.9,22.0,UNBEATABLE ZEB-FIT480CH,Square,Black,Silicon,1,22.0,1,1.8,75g +
389,zebronics,3499.0,3999.0,12.50312578,3.9,77.5,Zeb-Fit1220CH,Square,Gold,Silicon,1,22.0,1,1.5,75g +
390,zebronics,2799.0,5499.0,49.09983633,3.9,22.0,ZEB FIT380CH,Square,Black,Rubber,1,22.0,1,1.7,75g +
391,zebronics,1799.0,3999.0,55.01375344,4.2,1823.0,ZEB-FIT8220CH,Square,Rose Gold,Silicon,1,22.0,1,4.3,20 - 35 g
392,zebronics,3499.0,7999.0,56.25703213,1.0,1.0,Zeb Fit 4220 CH,Circle,Black,Silicon,1,22.0,1,1.3,75g +
393,zebronics,1399.0,4499.0,68.90420093,4.0,469.0,ZEB-FIT920CH,Square,Red,Thermo Plastic Polyurethene,1,22.0,1,3.5,20 - 35 g
394,zebronics,3499.0,5999.0,41.67361227,3.9,77.5,SPECIAL EDITION Zeb-Fit380CH METALLIC STRAP,Square,Silver,Stainless Steel,1,22.0,1,4.3,75g +
395,zebronics,3099.0,7999.0,61.25765721,2.3,3.0,FIT7220CH,Curved,Silver,Aluminium,1,22.0,1,0.1,75g +
396,zebronics,1897.0,1899.0,0.105318589,3.3,4.0,Fitness band,Rectangle,Grey,Silicon,1,22.0,1,2.3,75g +
397,zebronics,2949.0,4199.0,29.76899262,3.1,10.0,LEATHER fit-650,Oval,Black,Leather,1,22.0,1,2.7,75g +
398,zebronics,3449.0,4199.0,17.86139557,2.9,17.0,ZEB-FIT650,Circle,Black,Silicon,1,3.5,1,2.4,75g +
399,zebronics,1499.0,2999.0,50.01667222,3.1,24.0,Smart Time 200,Circle,Black,Rubber,1,22.0,1,2.7,75g +
400,zebronics,2999.0,5999.0,50.00833472,4.0,77.5,FIT380CH,Rectangle,Silver,Stainless Steel,1,17.5,1,1.7,75g +
401,fire-boltt,2499.0,5999.0,58.34305718,2.5,2571.0,NINJA 2 MAX,Square,Black,Silicon,1,22.0,1,1.5,75g +
402,fire-boltt,2399.0,11999.0,80.00666722,2.5,6022.0,DAZZLE PLUS,Square,Black,Silicon,1,22.0,1,1.8,75g +
403,fire-boltt,3927.0,9999.0,60.72607261,2.5,2571.0,RING 3,Square,Black,Silicon,1,22.0,1,1.8,75g +
404,fire-boltt,3927.0,9999.0,60.72607261,2.5,2571.0,RING 3,Square,Gold,Silicon,1,22.0,1,1.8,75g +
405,fire-boltt,2299.0,5999.0,61.67694616,2.5,24.0,NINJA PRO MAX,Square,Blue,Silicon,1,22.0,1,1.6,75g +
406,fire-boltt,2299.0,5999.0,61.67694616,2.5,201.0,NINJA PRO MAX,Square,Black,Silicon,1,22.0,1,1.6,75g +
407,fire-boltt,6499.0,12999.0,50.00384645,2.5,2571.0,BSW019,Circle,Black,Silicon,1,22.0,1,1.3,75g +
408,fire-boltt,4599.0,17999.0,74.44858048,2.5,11.0,HULK BLUETOOTH CALLING,Square,Black,Silicon,1,22.0,1,1.8,75g +
409,fire-boltt,3299.0,9999.0,67.00670067,2.5,5.0,RING 2,Square,Grey,Silicon,1,22.0,1,1.7,75g +
410,fire-boltt,2699.0,4999.0,46.00920184,2.5,33.0,NINJA PRO,Square,Black,Silicon,1,22.0,1,1.3,75g +
411,fire-boltt,2799.0,7999.0,65.00812602,4.2,5.0,ninja calling,Square,Black,Rubber,1,22.0,1,0.1,75g +
412,fire-boltt,3449.0,9999.0,65.50655066,3.8,83.0,ring,Square,Black,Rubber,1,22.0,1,0.1,75g +
413,fire-boltt,3499.0,9999.0,65.00650065,4.8,4.0,beast pro,Square,Silver,Rubber,1,8.0,1,0.1,75g +
414,fire-boltt,3999.0,9999.0,60.0060006,3.1,8.0,ring,Rectangle,Black,Silicon,1,22.0,1,0.1,75g +
415,fire-boltt,3999.0,9999.0,60.0060006,3.7,2571.0,bsw360,Circle,Blue,Rubber,1,22.0,1,0.1,75g +
416,fire-boltt,3599.0,5999.0,40.00666778,5.0,3.0,bsw001,Rectangle,Black,Silicon,1,22.0,1,1.4,75g +
417,fire-boltt,3799.0,9999.0,62.00620062,3.7,2571.0,beast pro,Square,Black,Rubber,1,3.5,1,0.1,75g +
418,fire-boltt,3499.0,9999.0,65.00650065,3.7,2571.0,beast pro,Rectangle,Pink,Rubber,1,8.0,1,0.1,75g +
419,fire-boltt,3499.0,9999.0,65.00650065,3.7,2571.0,beast pro,Square,Blue,Rubber,1,8.0,1,0.1,75g +
420,fire-boltt,5599.0,9999.0,44.00440044,2.5,2571.0,bsw005,Square,White,Silicon,1,22.0,1,1.7,75g +
421,fire-boltt,3999.0,9999.0,60.0060006,3.7,3.0,bsw016,Square,Pink,Silicon,1,22.0,1,1.7,75g +
422,fire-boltt,3699.0,11999.0,69.17243104,2.5,2571.0,starcross,Square,Black,Silicon,1,8.0,1,1.8,75g +
423,fire-boltt,3899.0,11999.0,67.50562547,2.5,2571.0,starcross,Square,Green,Silicon,1,22.0,1,1.8,75g +
424,fire-boltt,2298.0,5999.0,61.6936156,3.6,5.0,ninja 2 max,Square,Black,Rubber,1,22.0,1,0.1,75g +
425,fire-boltt,3299.0,11999.0,72.50604217,2.5,2571.0,wonder,Square,Black,Silicon,1,3.5,1,1.8,75g +
426,fire-boltt,1999.0,5999.0,66.67777963,3.7,2571.0,"SpO2 Full Touch 1.4 inch Smart Watch with Blood Oxygen, Fitness (Black)",Square,Black,Rubber,1,22.0,1,0.1,75g +
427,fire-boltt,3599.0,9999.0,64.00640064,3.7,2571.0,ring,Square,Blue,Rubber,1,22.0,1,0.1,75g +
428,fire-boltt,3599.0,9999.0,64.00640064,3.7,2571.0,ring,Square,Red,Rubber,1,22.0,1,0.1,75g +
429,fire-boltt,5998.0,9999.0,40.0140014,2.5,2571.0,tamish,Rectangle,Blue,Silicon,1,22.0,1,1.3,75g +
430,fire-boltt,5599.0,9999.0,44.00440044,2.5,2571.0,bsw017,Square,Blue,Silicon,1,22.0,1,1.3,75g +
431,fire-boltt,2899.0,4999.0,42.00840168,2.5,2571.0,bsw011,Square,Grey,Silicon,1,22.0,1,1.3,75g +
432,fire-boltt,3999.0,9999.0,60.0060006,3.7,6.0,ring,Square,White,Rubber,1,22.0,1,1.7,75g +
433,fire-boltt,4599.0,7999.0,42.50531316,2.5,2571.0,bsw002,Square,Black,Silicon,1,22.0,1,1.7,75g +
434,fire-boltt,6999.0,15999.0,56.25351584,2.6,2571.0,bsw020,Circle,Brown,Silicon,1,8.0,1,1.4,75g +
435,fire-boltt,5999.0,8999.0,33.33703745,2.5,2571.0,bsw003,Circle,Grey,Silicon,1,22.0,1,1.3,75g +
436,fire-boltt,3700.0,9999.0,62.99629963,3.7,2571.0,beast pro,Square,Black,Silicon,1,8.0,1,0.1,75g +
437,fire-boltt,5999.0,8999.0,33.33703745,2.5,2571.0,bsw003,Circle,Gold,Silicon,1,22.0,1,1.3,75g +
438,fire-boltt,3200.0,7999.0,59.99499937,3.7,2571.0,call 2,Square,Blue,Silicon,1,22.0,1,0.1,75g +
439,fire-boltt,3000.0,7999.0,62.49531191,3.7,2571.0,call 2,Square,Black,Silicon,1,22.0,1,0.1,75g +
